Id,CourseNameShort,Academy,City,Jobs in City,Languages,ProgrammeDuration,TuitionFees,To,Time,Frequency,Distance (km),Jobs in neighbour cities
4384,Web And Data Science (MSc),University Of Koblenz,koblenz,33.0,English,4,0,bingen am rhein,65.0,1.0,47.97,6.0
4384,Web And Data Science (MSc),University Of Koblenz,koblenz,33.0,English,4,0,rheinbach,67.5,1.0,54.91,0.0
4384,Web And Data Science (MSc),University Of Koblenz,koblenz,33.0,English,4,0,idstein,97.5,2.5,50.31,1.0
4384,Web And Data Science (MSc),University Of Koblenz,koblenz,33.0,English,4,0,sankt augustin,52.5,1.0,55.01,11.0
4384,Web And Data Science (MSc),University Of Koblenz,koblenz,33.0,English,4,0,remagen,30.0,2.0,36.13,0.0
4384,Web And Data Science (MSc),University Of Koblenz,koblenz,33.0,English,4,0,weidenbach,45.0,1.0,30.23,0.0
4384,Web And Data Science (MSc),University Of Koblenz,koblenz,33.0,English,4,0,wiesbaden,67.5,1.0,55.18,86.0
7708,MSc Natural Language Processing,Trier University,trier,7.0,English,4,0,birkenfeld,180.0,2.5,39.52,1.0
3696,Software Systems Engineering,RWTH Aachen University,aachen,177.0,English,4,0,mönchengladbach,49.0,11.0,52.68,29.0
3696,Software Systems Engineering,RWTH Aachen University,aachen,177.0,English,4,0,jülich,48.0,1.0,25.38,3.0
7658,Data Science,University Of Münster,münster,236.0,English,4,Null,gütersloh,55.0,1.0,52.17,13.0
7658,Data Science,University Of Münster,münster,236.0,English,4,Null,dortmund,45.0,2.0,51.09,189.0
7658,Data Science,University Of Münster,münster,236.0,English,4,Null,soest,65.0,1.0,54.63,13.0
7658,Data Science,University Of Münster,münster,236.0,English,4,Null,osnabrück,35.0,2.0,44.98,43.0
7658,Data Science,University Of Münster,münster,236.0,English,4,Null,steinfurt,25.0,1.0,26.38,28.0
6529,Professional IT Business & Digitalisation,HTW Berlin University Of Applied Sciences,berlin,1062.0,English,3,4750,potsdam,28.0,6.0,26.14,62.0
6529,Professional IT Business & Digitalisation,HTW Berlin University Of Applied Sciences,berlin,1062.0,English,3,4750,wildau,35.0,2.0,26.5,1.0
6529,Professional IT Business & Digitalisation,HTW Berlin University Of Applied Sciences,berlin,1062.0,English,3,4750,eberswalde,35.0,2.0,45.12,0.0
6529,Professional IT Business & Digitalisation,HTW Berlin University Of Applied Sciences,berlin,1062.0,English,3,4750,bergholz-rehbrücke,35.0,2.0,27.29,0.0
7636,Data Science,RWTH Aachen University,aachen,177.0,English,4,0,mönchengladbach,49.0,11.0,52.68,29.0
7636,Data Science,RWTH Aachen University,aachen,177.0,English,4,0,jülich,48.0,1.0,25.38,3.0
7660,Data Science,Technische Universität Braunschweig,braunschweig,46.0,English,4,0,hannover,38.0,2.0,54.91,439.0
7660,Data Science,Technische Universität Braunschweig,braunschweig,46.0,English,4,0,wolfenbüttel,12.5,2.0,11.39,3.0
7660,Data Science,Technische Universität Braunschweig,braunschweig,46.0,English,4,0,hildesheim,35.0,2.0,41.02,24.0
7660,Data Science,Technische Universität Braunschweig,braunschweig,46.0,English,4,0,wernigerode,65.0,1.0,51.15,3.0
7660,Data Science,Technische Universität Braunschweig,braunschweig,46.0,English,4,0,wolfsburg,25.0,2.0,24.92,42.0
3960,Software Engineering (SEM),Heilbronn University Of Applied Sciences,heilbronn,171.0,English,3,,stuttgart,41.5,2.0,40.56,723.0
3960,Software Engineering (SEM),Heilbronn University Of Applied Sciences,heilbronn,171.0,English,3,,heidelberg,65.0,1.0,48.33,78.0
